name,key,site,event_id,src_frame,score
SHW__HogThief_v1_LS_f11472.png,SHW__HogThief_v1_LS,SHW,17,11472,26.4
SHW__LowerRichland_v1_LS_f4956.png,SHW__LowerRichland_v1_LS,SHW,7,4956,26.4
SHW__NBassett_v1_LS_f22050.png,SHW__NBassett_v1_LS,SHW,49,22050,26.4
SHB__GolfDr_v1_LS_f6078.png,SHB__GolfDr_v1_LS,SHB,4,6078,26.3
SHB__RedFoxLn_v1_LS_f62100.png,SHB__RedFoxLn_v1_LS,SHB,91,62100,26.3
SHW__HogThief_v1_LS_f12588.png,SHW__HogThief_v1_LS,SHW,20,12588,26.3
SHW__NIron_v1_LS_f10914.png,SHW__NIron_v1_LS,SHW,22,10914,26.3
SHW__Robinson_v1_LS_f11112.png,SHW__Robinson_v1_LS,SHW,24,11112,26.3
SHW__UpperRichland_v1_LS_f2448.png,SHW__UpperRichland_v1_LS,SHW,6,2448,26.3
MAS__WMarseilles_v1_LS_f23970.png,MAS__WMarseilles_v1_LS,MAS,38,23970,26.2
MAS__N2379Rd_v2_LS_f2142.png,MAS__N2379Rd_v2_LS,MAS,4,2142,26.2
MAS__WMarseilles_v2_LS_f34680.png,MAS__WMarseilles_v2_LS,MAS,37,34680,26.2
SHB__RedFoxLn_v1_LS_f18750.png,SHB__RedFoxLn_v1_LS,SHB,32,18750,26.2
SHB__RedFoxLn_v1_LS_f30072.png,SHB__RedFoxLn_v1_LS,SHB,52,30072,26.2
SHW__HogThief_v1_LS_f15312.png,SHW__HogThief_v1_LS,SHW,26,15312,26.2
SHW__Melvin_v1_LS_f10158.png,SHW__Melvin_v1_LS,SHW,13,10158,26.2
SHW__PleasantHick_v1_LS_f50208.png,SHW__PleasantHick_v1_LS,SHW,104,50208,26.2
SHW__Robinson_v1_LS_f5652.png,SHW__Robinson_v1_LS,SHW,12,5652,26.2
SHW__SBassett_v1_LS_f1710.png,SHW__SBassett_v1_LS,SHW,5,1710,26.2
TON__GiantCityRd_v1_LS_f1752.png,TON__GiantCityRd_v1_LS,TON,6,1752,26.2
TON__GiantCityRd_v1_LS_f2700.png,TON__GiantCityRd_v1_LS,TON,10,2700,26.2
MAS__WMarseilles_v2_LS_f9012.png,MAS__WMarseilles_v2_LS,MAS,16,9012,26.1
SHW__HogThief_v1_LS_f13596.png,SHW__HogThief_v1_LS,SHW,23,13596,26.1
SHW__NIron_v1_LS_f2664.png,SHW__NIron_v1_LS,SHW,6,2664,26.1
SHW__NIron_v1_LS_f16242.png,SHW__NIron_v1_LS,SHW,29,16242,26.1
SHW__NIron_v1_LS_f21606.png,SHW__NIron_v1_LS,SHW,43,21606,26.1
SHW__PleasantHick_v1_LS_f14484.png,SHW__PleasantHick_v1_LS,SHW,29,14484,26.1
SHB__EagleCreekDrEtc_v1_LS_f2922.png,SHB__EagleCreekDrEtc_v1_LS,SHB,6,2922,26.0
SHB__OverlookDr_v1_LS_f16212.png,SHB__OverlookDr_v1_LS,SHB,20,16212,26.0
SHW__PleasantHick_v1_LS_f10404.png,SHW__PleasantHick_v1_LS,SHW,22,10404,26.0
MAS__WMarseilles_v1_LS_f15816.png,MAS__WMarseilles_v1_LS,MAS,23,15816,25.9
MAS__WMarseilles_v1_LS_f17982.png,MAS__WMarseilles_v1_LS,MAS,33,17982,25.9
SHB__OverlookDr_v1_LS_f23214.png,SHB__OverlookDr_v1_LS,SHB,36,23214,25.9
SHW__NIron_v1_LS_f29622.png,SHW__NIron_v1_LS,SHW,65,29622,25.9
SHW__PleasantHick_v1_LS_f810.png,SHW__PleasantHick_v1_LS,SHW,1,810,25.9
SHW__PleasantHick_v1_LS_f40398.png,SHW__PleasantHick_v1_LS,SHW,83,40398,25.9
TON__GiantCityRd_v1_LS_f3162.png,TON__GiantCityRd_v1_LS,TON,12,3162,25.9
TON__GiantCityRd_v1_LS_f7146.png,TON__GiantCityRd_v1_LS,TON,19,7146,25.9
SHB__EagleCreekDrEtc_v1_LS_f2232.png,SHB__EagleCreekDrEtc_v1_LS,SHB,4,2232,25.8
SHW__LowerRichland_v1_LS_f40296.png,SHW__LowerRichland_v1_LS,SHW,111,40296,25.8
SHW__Melvin_v1_LS_f7470.png,SHW__Melvin_v1_LS,SHW,9,7470,25.8
SHW__NBassett_v1_LS_f2466.png,SHW__NBassett_v1_LS,SHW,5,2466,25.8
SHW__Robinson_v1_LS_f7614.png,SHW__Robinson_v1_LS,SHW,17,7614,25.8
MAS__WMarseilles_v1_LS_f11880.png,MAS__WMarseilles_v1_LS,MAS,16,11880,25.7
SHB__RedFoxLn_v1_LS_f25830.png,SHB__RedFoxLn_v1_LS,SHB,46,25830,25.7
SHW__LowerRichland_v1_LS_f26262.png,SHW__LowerRichland_v1_LS,SHW,73,26262,25.7
TON__Upper40_v1_LS_f4074.png,TON__Upper40_v1_LS,TON,11,4074,25.7
TON__Upper40_v1_LS_f5940.png,TON__Upper40_v1_LS,TON,18,5940,25.7
MAS__EMarseilles_v1_LS_f12072.png,MAS__EMarseilles_v1_LS,MAS,4,12072,25.6
MAS__N2379Rd_v2_LS_f6528.png,MAS__N2379Rd_v2_LS,MAS,16,6528,25.6
SHB__GolfDr_v1_LS_f6954.png,SHB__GolfDr_v1_LS,SHB,6,6954,25.6
SHB__NShelbyRdpink_v1_LS_f4476.png,SHB__NShelbyRdpink_v1_LS,SHB,11,4476,25.6
SHB__NWolfCreekblue_v1_LS_f42198.png,SHB__NWolfCreekblue_v1_LS,SHB,93,42198,25.6
SHB__RedFoxLn_v1_LS_f74010.png,SHB__RedFoxLn_v1_LS,SHB,111,74010,25.6
SHB__WolfCreekRd_v1_LS_f360.png,SHB__WolfCreekRd_v1_LS,SHB,0,360,25.6
SHW__NIron_v1_LS_f22158.png,SHW__NIron_v1_LS,SHW,44,22158,25.6
SHW__PleasantHick_v1_LS_f450.png,SHW__PleasantHick_v1_LS,SHW,0,450,25.6
TON__NatureTrail_v1_LS_f15348.png,TON__NatureTrail_v1_LS,TON,20,15348,25.6
MAS__EMarseilles_v1_LS_f11640.png,MAS__EMarseilles_v1_LS,MAS,3,11640,25.5
MAS__N2379Rd_v1_LS_f5862.png,MAS__N2379Rd_v1_LS,MAS,3,5862,25.5
SHB__NWolfCreekblue_v1_LS_f38946.png,SHB__NWolfCreekblue_v1_LS,SHB,85,38946,25.5
SHW__LowerRichland_v1_LS_f35016.png,SHW__LowerRichland_v1_LS,SHW,92,35016,25.5
SHB__OverlookDr_v1_LS_f17274.png,SHB__OverlookDr_v1_LS,SHB,21,17274,25.4
SHB__RedFoxLn_v1_LS_f48828.png,SHB__RedFoxLn_v1_LS,SHB,70,48828,25.4
SHB__RedFoxLn_v1_LS_f62682.png,SHB__RedFoxLn_v1_LS,SHB,93,62682,25.4
SHW__HogThief_v1_LS_f24228.png,SHW__HogThief_v1_LS,SHW,47,24228,25.4
SHW__NBassett_v1_LS_f10890.png,SHW__NBassett_v1_LS,SHW,25,10890,25.4
SHW__PleasantHick_v1_LS_f32370.png,SHW__PleasantHick_v1_LS,SHW,69,32370,25.4
SHW__UpperRichland_v1_LS_f4386.png,SHW__UpperRichland_v1_LS,SHW,10,4386,25.4
MAS__NMarseillesRd_v1_LS_f14748.png,MAS__NMarseillesRd_v1_LS,MAS,2,14748,25.3
MAS__WMarseilles_v1_LS_f14994.png,MAS__WMarseilles_v1_LS,MAS,20,14994,25.3
MAS__EMarseilles_v2_LS_f2172.png,MAS__EMarseilles_v2_LS,MAS,7,2172,25.3
SHB__EagleCreekDrEtc_v1_LS_f126.png,SHB__EagleCreekDrEtc_v1_LS,SHB,1,126,25.3
MAS__WMarseilles_v1_LS_f3846.png,MAS__WMarseilles_v1_LS,MAS,2,3846,25.2
MAS__N2379Rd_v2_LS_f4962.png,MAS__N2379Rd_v2_LS,MAS,10,4962,25.2
SHW__LowerRichland_v1_LS_f6540.png,SHW__LowerRichland_v1_LS,SHW,12,6540,25.2
SHW__NBassett_v1_LS_f8490.png,SHW__NBassett_v1_LS,SHW,22,8490,25.2
SHW__NIron_v1_LS_f17106.png,SHW__NIron_v1_LS,SHW,32,17106,25.2
SHW__NIron_v1_LS_f18612.png,SHW__NIron_v1_LS,SHW,35,18612,25.2
SHW__NIron_v1_LS_f33264.png,SHW__NIron_v1_LS,SHW,77,33264,25.2
MAS__N25thBlue_v2_LS_f8142.png,MAS__N25thBlue_v2_LS,MAS,8,8142,25.1
SHB__WolfCreekRd_v1_LS_f4572.png,SHB__WolfCreekRd_v1_LS,SHB,7,4572,25.1
SHW__PleasantHick_v1_LS_f32130.png,SHW__PleasantHick_v1_LS,SHW,68,32130,25.1
TON__GiantCityRd_v1_LS_f7464.png,TON__GiantCityRd_v1_LS,TON,20,7464,25.1
MAS__WMarseilles_v2_LS_f7128.png,MAS__WMarseilles_v2_LS,MAS,10,7128,25.0
MAS__WMarseilles_v2_LS_f34212.png,MAS__WMarseilles_v2_LS,MAS,35,34212,25.0
SHW__HogThief_v1_LS_f26262.png,SHW__HogThief_v1_LS,SHW,55,26262,25.0
SHW__NBassett_v1_LS_f4470.png,SHW__NBassett_v1_LS,SHW,11,4470,25.0
SHW__NBassett_v1_LS_f22284.png,SHW__NBassett_v1_LS,SHW,50,22284,25.0
SHW__SIron_v1_LS_f11280.png,SHW__SIron_v1_LS,SHW,12,11280,25.0
TON__NatureTrail_v1_LS_f5712.png,TON__NatureTrail_v1_LS,TON,10,5712,25.0
MAS__N2379Rd_v1_LS_f3234.png,MAS__N2379Rd_v1_LS,MAS,2,3234,24.9
SHB__NWolfCreekblue_v1_LS_f22590.png,SHB__NWolfCreekblue_v1_LS,SHB,53,22590,24.9
SHW__PleasantHick_v1_LS_f26184.png,SHW__PleasantHick_v1_LS,SHW,56,26184,24.9
MAS__N2379Rd_v1_LS_f6414.png,MAS__N2379Rd_v1_LS,MAS,6,6414,24.8
MAS__N2379Rd_v1_LS_f7218.png,MAS__N2379Rd_v1_LS,MAS,7,7218,24.8
MAS__EMarseilles_v2_LS_f2466.png,MAS__EMarseilles_v2_LS,MAS,8,2466,24.8
SHB__OverlookDr_v1_LS_f6642.png,SHB__OverlookDr_v1_LS,SHB,7,6642,24.8
SHB__RedFoxLn_v1_LS_f76992.png,SHB__RedFoxLn_v1_LS,SHB,119,76992,24.8
SHW__NBassett_v1_LS_f30390.png,SHW__NBassett_v1_LS,SHW,60,30390,24.8
SHW__NIron_v1_LS_f7710.png,SHW__NIron_v1_LS,SHW,19,7710,24.8
SHW__PleasantHick_v1_LS_f16500.png,SHW__PleasantHick_v1_LS,SHW,33,16500,24.8
SHW__PleasantHick_v1_LS_f38304.png,SHW__PleasantHick_v1_LS,SHW,80,38304,24.8
TON__NatureTrail_v1_LS_f1398.png,TON__NatureTrail_v1_LS,TON,3,1398,24.8
TON__OikosRd_v1_LS_f6744.png,TON__OikosRd_v1_LS,TON,10,6744,24.8
SHW__HogThief_v1_LS_f24630.png,SHW__HogThief_v1_LS,SHW,49,24630,24.7
SHW__LowerRichland_v1_LS_f24444.png,SHW__LowerRichland_v1_LS,SHW,67,24444,24.7
SHW__Melvin_v1_LS_f10674.png,SHW__Melvin_v1_LS,SHW,15,10674,24.7
MAS__WMarseilles_v2_LS_f6726.png,MAS__WMarseilles_v2_LS,MAS,8,6726,24.6
SHW__Melvin_v1_LS_f12312.png,SHW__Melvin_v1_LS,SHW,17,12312,24.6
SHW__NBassett_v1_LS_f6384.png,SHW__NBassett_v1_LS,SHW,16,6384,24.6
SHW__PleasantHick_v1_LS_f3882.png,SHW__PleasantHick_v1_LS,SHW,11,3882,24.6
SHW__SBassett_v1_LS_f1974.png,SHW__SBassett_v1_LS,SHW,6,1974,24.6
SHW__SBassett_v1_LS_f17142.png,SHW__SBassett_v1_LS,SHW,28,17142,24.6
MAS__WMarseilles_v1_LS_f24288.png,MAS__WMarseilles_v1_LS,MAS,39,24288,24.5
SHB__NWolfCreekblue_v1_LS_f47604.png,SHB__NWolfCreekblue_v1_LS,SHB,107,47604,24.5
SHB__NWolfCreekblue_v1_LS_f57288.png,SHB__NWolfCreekblue_v1_LS,SHB,132,57288,24.5
SHW__LowerRichland_v1_LS_f40704.png,SHW__LowerRichland_v1_LS,SHW,113,40704,24.5
SHW__NIron_v1_LS_f34782.png,SHW__NIron_v1_LS,SHW,80,34782,24.5
SHW__PleasantHick_v1_LS_f24564.png,SHW__PleasantHick_v1_LS,SHW,52,24564,24.5
SHW__PleasantHick_v1_LS_f43860.png,SHW__PleasantHick_v1_LS,SHW,89,43860,24.5
SHW__PleasantHick_v1_LS_f67182.png,SHW__PleasantHick_v1_LS,SHW,150,67182,24.5
SHW__LowerRichland_v1_LS_f23688.png,SHW__LowerRichland_v1_LS,SHW,64,23688,24.4
SHW__LowerRichland_v1_LS_f26166.png,SHW__LowerRichland_v1_LS,SHW,72,26166,24.4
SHB__OverlookDr_v1_LS_f15516.png,SHB__OverlookDr_v1_LS,SHB,18,15516,24.3
SHB__RedFoxLn_v1_LS_f15942.png,SHB__RedFoxLn_v1_LS,SHB,25,15942,24.3
SHB__RedFoxLn_v1_LS_f63624.png,SHB__RedFoxLn_v1_LS,SHB,94,63624,24.3
SHW__SHog_v1_LS_f10338.png,SHW__SHog_v1_LS,SHW,12,10338,24.3
SHW__SHog_v1_LS_f12102.png,SHW__SHog_v1_LS,SHW,15,12102,24.3
MAS__WMarseilles_v1_LS_f17118.png,MAS__WMarseilles_v1_LS,MAS,27,17118,24.2
SHB__RedFoxLn_v1_LS_f13164.png,SHB__RedFoxLn_v1_LS,SHB,16,13164,24.2
SHW__PleasantHick_v1_LS_f15876.png,SHW__PleasantHick_v1_LS,SHW,32,15876,24.2
TON__GiantCityRd_v1_LS_f6216.png,TON__GiantCityRd_v1_LS,TON,16,6216,24.2
SHB__NWolfCreekblue_v1_LS_f804.png,SHB__NWolfCreekblue_v1_LS,SHB,2,804,24.1
SHB__RedFoxLn_v1_LS_f11574.png,SHB__RedFoxLn_v1_LS,SHB,13,11574,24.1
SHB__RedFoxLn_v1_LS_f64518.png,SHB__RedFoxLn_v1_LS,SHB,98,64518,24.1
SHW__HogThief_v1_LS_f204.png,SHW__HogThief_v1_LS,SHW,0,204,24.1
SHW__LowerRichland_v1_LS_f22728.png,SHW__LowerRichland_v1_LS,SHW,60,22728,24.1
SHW__NBassett_v1_LS_f12606.png,SHW__NBassett_v1_LS,SHW,34,12606,24.1
SHW__PleasantHick_v1_LS_f23658.png,SHW__PleasantHick_v1_LS,SHW,49,23658,24.1
SHW__SHog_v1_LS_f10074.png,SHW__SHog_v1_LS,SHW,11,10074,24.1
TON__NatureTrail_v1_LS_f990.png,TON__NatureTrail_v1_LS,TON,2,990,24.1
TON__Upper40_v1_LS_f2664.png,TON__Upper40_v1_LS,TON,6,2664,24.1
MAS__WMarseilles_v1_LS_f10704.png,MAS__WMarseilles_v1_LS,MAS,12,10704,24.0
MAS__WMarseilles_v1_LS_f17640.png,MAS__WMarseilles_v1_LS,MAS,31,17640,24.0
SHB__NShelbyRdpink_v1_LS_f8040.png,SHB__NShelbyRdpink_v1_LS,SHB,18,8040,24.0
SHB__NWolfCreekblue_v1_LS_f4014.png,SHB__NWolfCreekblue_v1_LS,SHB,13,4014,24.0
SHB__OverlookDr_v1_LS_f6996.png,SHB__OverlookDr_v1_LS,SHB,8,6996,24.0
SHW__NIron_v1_LS_f32484.png,SHW__NIron_v1_LS,SHW,74,32484,24.0
SHW__PleasantHick_v1_LS_f59916.png,SHW__PleasantHick_v1_LS,SHW,126,59916,24.0
SHW__Robinson_v1_LS_f8682.png,SHW__Robinson_v1_LS,SHW,19,8682,24.0
SHW__SBassett_v1_LS_f6036.png,SHW__SBassett_v1_LS,SHW,12,6036,24.0
SHW__SHog_v1_LS_f288.png,SHW__SHog_v1_LS,SHW,0,288,24.0
MAS__EMarseilles_v1_LS_f16812.png,MAS__EMarseilles_v1_LS,MAS,10,16812,23.9
MAS__WMarseilles_v1_LS_f16758.png,MAS__WMarseilles_v1_LS,MAS,26,16758,23.9
SHB__NWolfCreekblue_v1_LS_f1740.png,SHB__NWolfCreekblue_v1_LS,SHB,6,1740,23.9
SHB__NWolfCreekblue_v1_LS_f10692.png,SHB__NWolfCreekblue_v1_LS,SHB,34,10692,23.9
SHB__NWolfCreekblue_v1_LS_f22254.png,SHB__NWolfCreekblue_v1_LS,SHB,52,22254,23.9
SHB__OverlookDr_v1_LS_f20214.png,SHB__OverlookDr_v1_LS,SHB,29,20214,23.9
SHW__LowerRichland_v1_LS_f20358.png,SHW__LowerRichland_v1_LS,SHW,49,20358,23.9
SHW__LowerRichland_v1_LS_f32544.png,SHW__LowerRichland_v1_LS,SHW,84,32544,23.9
SHW__LowerRichland_v1_LS_f39366.png,SHW__LowerRichland_v1_LS,SHW,106,39366,23.9
SHW__LowerRichland_v1_LS_f42630.png,SHW__LowerRichland_v1_LS,SHW,120,42630,23.9
SHW__Melvin_v1_LS_f14514.png,SHW__Melvin_v1_LS,SHW,23,14514,23.9
SHW__NIron_v1_LS_f16368.png,SHW__NIron_v1_LS,SHW,30,16368,23.9
SHW__SBassett_v1_LS_f3486.png,SHW__SBassett_v1_LS,SHW,8,3486,23.9
MAS__N2379Rd_v1_LS_f7926.png,MAS__N2379Rd_v1_LS,MAS,10,7926,23.8
MAS__N25thRdBlue_v1_LS_f2562.png,MAS__N25thRdBlue_v1_LS,MAS,5,2562,23.8
MAS__N2379Rd_v2_LS_f7644.png,MAS__N2379Rd_v2_LS,MAS,21,7644,23.8
SHB__NWolfCreekblue_v1_LS_f33426.png,SHB__NWolfCreekblue_v1_LS,SHB,81,33426,23.8
SHB__NWolfCreekblue_v1_LS_f42936.png,SHB__NWolfCreekblue_v1_LS,SHB,94,42936,23.8
SHB__RedFoxLn_v1_LS_f21996.png,SHB__RedFoxLn_v1_LS,SHB,36,21996,23.8
SHB__RedFoxLn_v1_LS_f77886.png,SHB__RedFoxLn_v1_LS,SHB,123,77886,23.8
SHB__RedFoxLn_v1_LS_f78744.png,SHB__RedFoxLn_v1_LS,SHB,125,78744,23.8
SHW__HogThief_v1_LS_f14802.png,SHW__HogThief_v1_LS,SHW,25,14802,23.8
SHW__LowerRichland_v1_LS_f54414.png,SHW__LowerRichland_v1_LS,SHW,147,54414,23.8
SHW__SIron_v1_LS_f11022.png,SHW__SIron_v1_LS,SHW,11,11022,23.8
TON__GiantCityRd_v1_LS_f8520.png,TON__GiantCityRd_v1_LS,TON,24,8520,23.8
TON__Upper40_v1_LS_f3378.png,TON__Upper40_v1_LS,TON,9,3378,23.8
MAS__EMarseilles_v1_LS_f16176.png,MAS__EMarseilles_v1_LS,MAS,7,16176,23.7
MAS__EMarseilles_v2_LS_f1962.png,MAS__EMarseilles_v2_LS,MAS,6,1962,23.7
SHB__NWolfCreekblue_v1_LS_f56430.png,SHB__NWolfCreekblue_v1_LS,SHB,129,56430,23.7
SHB__RedFoxLn_v1_LS_f51402.png,SHB__RedFoxLn_v1_LS,SHB,76,51402,23.7
SHB__RedFoxLn_v1_LS_f73770.png,SHB__RedFoxLn_v1_LS,SHB,110,73770,23.7
SHB__RedFoxLn_v1_LS_f77466.png,SHB__RedFoxLn_v1_LS,SHB,122,77466,23.7
SHW__HogThief_v1_LS_f16404.png,SHW__HogThief_v1_LS,SHW,29,16404,23.7
SHW__HogThief_v1_LS_f21630.png,SHW__HogThief_v1_LS,SHW,43,21630,23.7
SHW__HogThief_v1_LS_f26046.png,SHW__HogThief_v1_LS,SHW,54,26046,23.7
SHW__LowerRichland_v1_LS_f22266.png,SHW__LowerRichland_v1_LS,SHW,59,22266,23.7
SHW__Robinson_v1_LS_f9192.png,SHW__Robinson_v1_LS,SHW,20,9192,23.7
SHW__SBassett_v1_LS_f19218.png,SHW__SBassett_v1_LS,SHW,30,19218,23.7
MAS__N2379Rd_v1_LS_f7506.png,MAS__N2379Rd_v1_LS,MAS,8,7506,23.6
MAS__N25thRdOrange_v1_LS_f18.png,MAS__N25thRdOrange_v1_LS,MAS,0,18,23.6
MAS__EMarseilles_v2_LS_f1146.png,MAS__EMarseilles_v2_LS,MAS,5,1146,23.6
SHB__NWolfCreekblue_v1_LS_f48258.png,SHB__NWolfCreekblue_v1_LS,SHB,109,48258,23.6
SHB__NWolfCreekblue_v1_LS_f63420.png,SHB__NWolfCreekblue_v1_LS,SHB,143,63420,23.6
SHB__NWolfCreekorange_v1_LS_f1416.png,SHB__NWolfCreekorange_v1_LS,SHB,3,1416,23.6
SHB__RedFoxLn_v1_LS_f4938.png,SHB__RedFoxLn_v1_LS,SHB,5,4938,23.6
SHW__LowerRichland_v1_LS_f49206.png,SHW__LowerRichland_v1_LS,SHW,133,49206,23.6
SHW__LowerRichland_v1_LS_f53370.png,SHW__LowerRichland_v1_LS,SHW,144,53370,23.6
SHW__NBassett_v1_LS_f3204.png,SHW__NBassett_v1_LS,SHW,8,3204,23.6
SHW__PleasantHick_v1_LS_f46890.png,SHW__PleasantHick_v1_LS,SHW,97,46890,23.6
SHW__SBassett_v1_LS_f414.png,SHW__SBassett_v1_LS,SHW,1,414,23.6
SHB__NShelbyRdblue_v1_LS_f4146.png,SHB__NShelbyRdblue_v1_LS,SHB,7,4146,23.5
SHB__NWolfCreekblue_v1_LS_f3762.png,SHB__NWolfCreekblue_v1_LS,SHB,12,3762,23.5
SHB__NWolfCreekblue_v1_LS_f45150.png,SHB__NWolfCreekblue_v1_LS,SHB,99,45150,23.5
SHB__RedFoxLn_v1_LS_f28782.png,SHB__RedFoxLn_v1_LS,SHB,49,28782,23.5
SHB__RedFoxLn_v1_LS_f57678.png,SHB__RedFoxLn_v1_LS,SHB,85,57678,23.5
SHW__LowerRichland_v1_LS_f26478.png,SHW__LowerRichland_v1_LS,SHW,74,26478,23.5
SHW__LowerRichland_v1_LS_f41124.png,SHW__LowerRichland_v1_LS,SHW,114,41124,23.5
SHW__Robinson_v1_LS_f14586.png,SHW__Robinson_v1_LS,SHW,36,14586,23.5
MAS__N25thBlue_v2_LS_f2502.png,MAS__N25thBlue_v2_LS,MAS,2,2502,23.4
SHB__GolfDr_v1_LS_f10620.png,SHB__GolfDr_v1_LS,SHB,11,10620,23.4
SHB__NWolfCreekorange_v1_LS_f10248.png,SHB__NWolfCreekorange_v1_LS,SHB,17,10248,23.4
SHW__HogThief_v1_LS_f24522.png,SHW__HogThief_v1_LS,SHW,48,24522,23.4
SHW__LowerRichland_v1_LS_f14670.png,SHW__LowerRichland_v1_LS,SHW,28,14670,23.4
SHW__NBassett_v1_LS_f11298.png,SHW__NBassett_v1_LS,SHW,29,11298,23.4
SHW__NIron_v1_LS_f18978.png,SHW__NIron_v1_LS,SHW,36,18978,23.4
SHW__PleasantHick_v1_LS_f51456.png,SHW__PleasantHick_v1_LS,SHW,108,51456,23.4
SHW__UpperRichland_v1_LS_f3372.png,SHW__UpperRichland_v1_LS,SHW,8,3372,23.4
TON__GiantCityRd_v1_LS_f6822.png,TON__GiantCityRd_v1_LS,TON,18,6822,23.4
SHB__EagleCreekDrEtc_v1_LS_f7374.png,SHB__EagleCreekDrEtc_v1_LS,SHB,12,7374,23.3
SHB__NShelbyRdblue_v1_LS_f2700.png,SHB__NShelbyRdblue_v1_LS,SHB,4,2700,23.3
SHB__NWolfCreekblue_v1_LS_f8694.png,SHB__NWolfCreekblue_v1_LS,SHB,25,8694,23.3
SHB__NWolfCreekblue_v1_LS_f48870.png,SHB__NWolfCreekblue_v1_LS,SHB,110,48870,23.3
SHB__OverlookDr_v1_LS_f18216.png,SHB__OverlookDr_v1_LS,SHB,24,18216,23.3
SHB__RedFoxLn_v1_LS_f57492.png,SHB__RedFoxLn_v1_LS,SHB,84,57492,23.3
SHW__HogThief_v1_LS_f9090.png,SHW__HogThief_v1_LS,SHW,11,9090,23.3
SHW__SBassett_v1_LS_f12528.png,SHW__SBassett_v1_LS,SHW,21,12528,23.3
SHW__SHog_v1_LS_f5748.png,SHW__SHog_v1_LS,SHW,2,5748,23.3
MAS__WMarseilles_v1_LS_f3966.png,MAS__WMarseilles_v1_LS,MAS,3,3966,23.2
MAS__N25thBlue_v2_LS_f7848.png,MAS__N25thBlue_v2_LS,MAS,7,7848,23.2
SHB__NWolfCreekblue_v1_LS_f27228.png,SHB__NWolfCreekblue_v1_LS,SHB,68,27228,23.2
SHB__NWolfCreekblue_v1_LS_f28968.png,SHB__NWolfCreekblue_v1_LS,SHB,70,28968,23.2
SHW__HogThief_v1_LS_f10722.png,SHW__HogThief_v1_LS,SHW,16,10722,23.2
SHW__NIron_v1_LS_f31788.png,SHW__NIron_v1_LS,SHW,72,31788,23.2
SHW__PleasantHick_v1_LS_f23934.png,SHW__PleasantHick_v1_LS,SHW,50,23934,23.2
SHW__PleasantHick_v1_LS_f49692.png,SHW__PleasantHick_v1_LS,SHW,103,49692,23.2
SHW__PleasantHick_v1_LS_f55980.png,SHW__PleasantHick_v1_LS,SHW,121,55980,23.2
SHW__PleasantHick_v1_LS_f61692.png,SHW__PleasantHick_v1_LS,SHW,130,61692,23.2
SHW__SIron_v1_LS_f11820.png,SHW__SIron_v1_LS,SHW,13,11820,23.2
TON__GiantCityRd_v1_LS_f12306.png,TON__GiantCityRd_v1_LS,TON,36,12306,23.2
TON__Upper40_v1_LS_f3642.png,TON__Upper40_v1_LS,TON,10,3642,23.2
MAS__N2379Rd_v2_LS_f23298.png,MAS__N2379Rd_v2_LS,MAS,26,23298,23.1
MAS__WMarseilles_v2_LS_f33462.png,MAS__WMarseilles_v2_LS,MAS,34,33462,23.1
SHB__NShelbyRdblue_v1_LS_f9594.png,SHB__NShelbyRdblue_v1_LS,SHB,16,9594,23.1
SHB__NWolfCreekblue_v1_LS_f1062.png,SHB__NWolfCreekblue_v1_LS,SHB,4,1062,23.1
SHB__NWolfCreekblue_v1_LS_f41064.png,SHB__NWolfCreekblue_v1_LS,SHB,89,41064,23.1
SHB__RedFoxLn_v1_LS_f63882.png,SHB__RedFoxLn_v1_LS,SHB,95,63882,23.1
SHB__WolfCreekRd_v1_LS_f5628.png,SHB__WolfCreekRd_v1_LS,SHB,11,5628,23.1
SHW__Melvin_v1_LS_f13500.png,SHW__Melvin_v1_LS,SHW,20,13500,23.1
SHW__NIron_v1_LS_f27114.png,SHW__NIron_v1_LS,SHW,58,27114,23.1
SHW__PleasantHick_v1_LS_f42312.png,SHW__PleasantHick_v1_LS,SHW,86,42312,23.1
TON__Upper40_v1_LS_f5382.png,TON__Upper40_v1_LS,TON,16,5382,23.1
SHB__NWolfCreekblue_v1_LS_f10482.png,SHB__NWolfCreekblue_v1_LS,SHB,33,10482,23.0
SHB__NWolfCreekblue_v1_LS_f34410.png,SHB__NWolfCreekblue_v1_LS,SHB,83,34410,23.0
SHB__NWolfCreekblue_v1_LS_f47922.png,SHB__NWolfCreekblue_v1_LS,SHB,108,47922,23.0
SHB__RedFoxLn_v1_LS_f14724.png,SHB__RedFoxLn_v1_LS,SHB,22,14724,23.0
SHB__RedFoxLn_v1_LS_f24822.png,SHB__RedFoxLn_v1_LS,SHB,43,24822,23.0
SHB__RedFoxLn_v1_LS_f78180.png,SHB__RedFoxLn_v1_LS,SHB,124,78180,23.0
SHW__HogThief_v1_LS_f13038.png,SHW__HogThief_v1_LS,SHW,21,13038,23.0
SHW__HogThief_v1_LS_f16728.png,SHW__HogThief_v1_LS,SHW,30,16728,23.0
SHW__LowerRichland_v1_LS_f17436.png,SHW__LowerRichland_v1_LS,SHW,37,17436,23.0
TON__Upper40_v1_LS_f2526.png,TON__Upper40_v1_LS,TON,5,2526,23.0
MAS__N25thRdOrange_v1_LS_f330.png,MAS__N25thRdOrange_v1_LS,MAS,1,330,22.9
SHB__NShelbyRdblue_v1_LS_f96.png,SHB__NShelbyRdblue_v1_LS,SHB,0,96,22.9
