video,site,track_id,frame,t_s,xc,yc,w,h,conf,confirmed
GolfDr_SHB_12.11.2025,SHB,145,3403,56.72,312.0,265.6,61.2,66.9,0.8442,1
GolfDr_SHB_12.11.2025,SHB,145,3404,56.73,303.1,265.3,61.1,67.2,0.8501,1
GolfDr_SHB_12.11.2025,SHB,145,3405,56.75,295.6,264.8,62.2,67.6,0.8537,1
GolfDr_SHB_12.11.2025,SHB,145,3406,56.77,286.8,263.9,62.6,69.8,0.8445,1
GolfDr_SHB_12.11.2025,SHB,145,3407,56.78,278.8,264.4,64.1,70.1,0.843,1
GolfDr_SHB_12.11.2025,SHB,145,3408,56.8,269.5,263.9,63.4,67.7,0.8292,1
GolfDr_SHB_12.11.2025,SHB,145,3409,56.82,261.5,264.5,63.3,66.6,0.8345,1
GolfDr_SHB_12.11.2025,SHB,145,3410,56.83,253.1,266.6,62.9,64.2,0.8387,1
GolfDr_SHB_12.11.2025,SHB,145,3411,56.85,239.0,269.3,55.8,60.1,0.7415,1
GolfDr_SHB_12.11.2025,SHB,145,3412,56.87,225.8,273.0,50.1,57.1,0.6017,1
GolfDr_SHB_12.11.2025,SHB,145,3413,56.88,213.1,274.1,43.0,58.8,0.5341,1
GolfDr_SHB_12.11.2025,SHB,145,3415,56.92,210.3,271.7,50.2,59.4,0.7695,1
GolfDr_SHB_12.11.2025,SHB,145,3416,56.93,205.8,269.9,50.9,59.9,0.7728,1
GolfDr_SHB_12.11.2025,SHB,145,3417,56.95,195.9,269.6,55.8,59.7,0.8312,1
GolfDr_SHB_12.11.2025,SHB,145,3418,56.97,183.8,271.6,60.3,60.3,0.8521,1
GolfDr_SHB_12.11.2025,SHB,145,3419,56.98,173.1,273.5,62.9,60.1,0.8501,1
GolfDr_SHB_12.11.2025,SHB,145,3420,57.0,163.8,277.7,63.9,58.4,0.8746,1
GolfDr_SHB_12.11.2025,SHB,145,3421,57.02,154.5,278.3,65.7,59.4,0.8706,1
GolfDr_SHB_12.11.2025,SHB,145,3422,57.03,144.7,279.7,66.3,59.3,0.8796,1
GolfDr_SHB_12.11.2025,SHB,145,3423,57.05,137.1,279.6,64.7,59.2,0.8583,1
GolfDr_SHB_12.11.2025,SHB,145,3424,57.07,127.9,280.4,63.9,60.1,0.8472,1
GolfDr_SHB_12.11.2025,SHB,145,3425,57.08,118.8,282.1,63.5,62.7,0.8506,1
GolfDr_SHB_12.11.2025,SHB,145,3426,57.1,111.4,282.8,63.1,62.9,0.8309,1
GolfDr_SHB_12.11.2025,SHB,145,3427,57.12,101.4,283.9,62.8,63.0,0.8326,1
GolfDr_SHB_12.11.2025,SHB,145,3428,57.13,93.8,284.2,62.3,62.0,0.8334,1
GolfDr_SHB_12.11.2025,SHB,145,3429,57.15,85.2,283.8,63.1,61.9,0.8364,1
GolfDr_SHB_12.11.2025,SHB,145,3430,57.17,76.9,284.6,61.6,62.2,0.8442,1
GolfDr_SHB_12.11.2025,SHB,145,3431,57.18,68.4,285.7,60.9,62.2,0.8455,1
GolfDr_SHB_12.11.2025,SHB,145,3432,57.2,60.7,285.1,61.3,63.2,0.85,1
GolfDr_SHB_12.11.2025,SHB,145,3433,57.22,52.4,285.9,61.5,62.9,0.8486,1
GolfDr_SHB_12.11.2025,SHB,145,3434,57.23,43.4,287.5,62.4,62.7,0.8463,1
GolfDr_SHB_12.11.2025,SHB,145,3435,57.25,35.5,289.8,62.4,63.4,0.8392,1
GolfDr_SHB_12.11.2025,SHB,145,3436,57.27,28.8,288.8,57.5,63.8,0.8447,1
GolfDr_SHB_12.11.2025,SHB,145,3437,57.28,24.9,289.0,49.8,63.0,0.756,1
GolfDr_SHB_12.11.2025,SHB,145,3438,57.3,20.4,290.1,40.7,62.3,0.6865,1
GolfDr_SHB_12.11.2025,SHB,145,3439,57.32,16.6,290.1,33.2,63.7,0.7106,1
GolfDr_SHB_12.11.2025,SHB,145,3440,57.33,14.1,292.0,28.1,64.3,0.6448,1
GolfDr_SHB_12.11.2025,SHB,145,3441,57.35,12.7,292.6,25.3,65.8,0.3615,1
GolfDr_SHB_12.11.2025,SHB,146,3382,56.37,623.1,247.8,32.2,60.3,0.5987,1
GolfDr_SHB_12.11.2025,SHB,146,3383,56.38,618.8,248.3,40.7,60.2,0.6933,1
GolfDr_SHB_12.11.2025,SHB,146,3384,56.4,613.0,249.4,46.5,58.9,0.6949,1
GolfDr_SHB_12.11.2025,SHB,146,3385,56.42,607.3,249.1,49.6,59.1,0.6804,1
GolfDr_SHB_12.11.2025,SHB,146,3386,56.43,599.7,246.6,49.9,61.2,0.7118,1
GolfDr_SHB_12.11.2025,SHB,146,3387,56.45,590.6,246.0,48.3,61.9,0.7389,1
GolfDr_SHB_12.11.2025,SHB,146,3388,56.47,581.8,246.8,46.5,63.0,0.6693,1
GolfDr_SHB_12.11.2025,SHB,146,3389,56.48,573.8,247.2,46.9,63.5,0.6489,1
GolfDr_SHB_12.11.2025,SHB,146,3390,56.5,564.2,248.3,45.9,62.3,0.4907,1
GolfDr_SHB_12.11.2025,SHB,146,3391,56.52,555.9,247.0,46.2,63.3,0.6518,1
GolfDr_SHB_12.11.2025,SHB,146,3392,56.53,548.0,245.9,47.5,65.4,0.6903,1
GolfDr_SHB_12.11.2025,SHB,146,3393,56.55,537.4,246.2,46.3,65.0,0.7783,1
GolfDr_SHB_12.11.2025,SHB,146,3394,56.57,529.2,245.1,44.8,65.4,0.7572,1
GolfDr_SHB_12.11.2025,SHB,146,3395,56.58,521.2,246.2,44.0,64.7,0.765,1
GolfDr_SHB_12.11.2025,SHB,146,3396,56.6,512.4,246.8,43.4,63.1,0.7345,1
GolfDr_SHB_12.11.2025,SHB,146,3397,56.62,499.3,249.4,40.6,59.2,0.6285,1
GolfDr_SHB_12.11.2025,SHB,146,3398,56.63,486.9,254.8,42.0,54.5,0.6635,1
GolfDr_SHB_12.11.2025,SHB,146,3400,56.67,480.9,244.1,45.5,57.3,0.7745,1
GolfDr_SHB_12.11.2025,SHB,146,3401,56.68,470.4,242.9,45.8,57.6,0.7941,1
GolfDr_SHB_12.11.2025,SHB,146,3402,56.7,459.1,240.9,49.4,58.1,0.799,1
GolfDr_SHB_12.11.2025,SHB,146,3403,56.72,449.3,240.7,51.4,59.6,0.796,1
GolfDr_SHB_12.11.2025,SHB,146,3404,56.73,440.4,240.8,50.9,59.8,0.7896,1
GolfDr_SHB_12.11.2025,SHB,146,3405,56.75,430.8,241.3,50.1,58.7,0.7858,1
GolfDr_SHB_12.11.2025,SHB,146,3406,56.77,422.0,242.1,52.6,59.6,0.7746,1
GolfDr_SHB_12.11.2025,SHB,146,3407,56.78,411.1,243.7,51.8,60.5,0.7516,1
GolfDr_SHB_12.11.2025,SHB,146,3408,56.8,401.3,242.4,51.6,59.8,0.7687,1
GolfDr_SHB_12.11.2025,SHB,146,3409,56.82,394.2,241.6,49.2,60.1,0.7998,1
GolfDr_SHB_12.11.2025,SHB,146,3410,56.83,385.9,244.0,47.4,61.1,0.8108,1
GolfDr_SHB_12.11.2025,SHB,146,3411,56.85,377.6,245.4,47.3,61.9,0.7718,1
GolfDr_SHB_12.11.2025,SHB,146,3412,56.87,368.4,246.6,47.9,63.8,0.7822,1
GolfDr_SHB_12.11.2025,SHB,146,3413,56.88,359.3,247.2,49.6,65.0,0.7615,1
GolfDr_SHB_12.11.2025,SHB,146,3414,56.9,349.9,247.1,48.4,65.2,0.7738,1
GolfDr_SHB_12.11.2025,SHB,146,3415,56.92,342.0,248.0,49.6,65.5,0.8061,1
GolfDr_SHB_12.11.2025,SHB,146,3416,56.93,333.2,248.8,51.8,65.7,0.8087,1
GolfDr_SHB_12.11.2025,SHB,146,3417,56.95,324.8,250.2,50.7,64.9,0.7767,1
GolfDr_SHB_12.11.2025,SHB,146,3418,56.97,315.9,250.0,52.9,66.3,0.7995,1
GolfDr_SHB_12.11.2025,SHB,146,3419,56.98,307.7,251.3,53.7,66.0,0.7787,1
GolfDr_SHB_12.11.2025,SHB,146,3420,57.0,298.5,253.4,51.7,63.9,0.8187,1
GolfDr_SHB_12.11.2025,SHB,146,3421,57.02,289.4,253.8,51.6,63.7,0.7527,1
GolfDr_SHB_12.11.2025,SHB,146,3422,57.03,279.0,254.9,50.5,63.6,0.7842,1
GolfDr_SHB_12.11.2025,SHB,146,3423,57.05,270.0,255.4,53.1,63.6,0.7464,1
GolfDr_SHB_12.11.2025,SHB,146,3424,57.07,261.8,256.5,53.0,64.0,0.736,1
GolfDr_SHB_12.11.2025,SHB,146,3425,57.08,252.3,258.0,54.3,63.5,0.78,1
GolfDr_SHB_12.11.2025,SHB,146,3426,57.1,244.6,259.2,56.6,63.2,0.7355,1
GolfDr_SHB_12.11.2025,SHB,146,3427,57.12,234.6,258.8,56.6,63.8,0.8139,1
GolfDr_SHB_12.11.2025,SHB,146,3428,57.13,226.4,258.2,55.5,63.9,0.8183,1
GolfDr_SHB_12.11.2025,SHB,146,3429,57.15,218.1,258.1,56.1,64.0,0.8205,1
GolfDr_SHB_12.11.2025,SHB,146,3430,57.17,209.5,259.1,55.3,65.2,0.8385,1
GolfDr_SHB_12.11.2025,SHB,146,3431,57.18,201.6,260.7,55.4,63.9,0.8244,1
GolfDr_SHB_12.11.2025,SHB,146,3432,57.2,191.9,260.6,52.7,63.0,0.8143,1
GolfDr_SHB_12.11.2025,SHB,146,3433,57.22,181.8,261.3,50.2,62.5,0.8019,1
GolfDr_SHB_12.11.2025,SHB,146,3434,57.23,173.0,263.0,50.1,62.1,0.7954,1
GolfDr_SHB_12.11.2025,SHB,146,3435,57.25,165.3,264.3,51.9,61.6,0.8062,1
GolfDr_SHB_12.11.2025,SHB,146,3436,57.27,157.5,264.5,54.2,61.6,0.8188,1
GolfDr_SHB_12.11.2025,SHB,146,3437,57.28,149.3,264.7,56.6,61.8,0.8371,1
GolfDr_SHB_12.11.2025,SHB,146,3438,57.3,140.3,265.7,56.4,62.9,0.8282,1
GolfDr_SHB_12.11.2025,SHB,146,3439,57.32,132.0,266.0,57.6,62.5,0.831,1
GolfDr_SHB_12.11.2025,SHB,146,3440,57.33,123.0,268.9,59.1,61.1,0.8475,1
GolfDr_SHB_12.11.2025,SHB,146,3441,57.35,115.0,268.8,59.7,61.3,0.8447,1
GolfDr_SHB_12.11.2025,SHB,146,3442,57.37,106.8,269.2,60.8,62.6,0.8511,1
GolfDr_SHB_12.11.2025,SHB,146,3443,57.38,99.7,270.8,60.5,63.5,0.8417,1
GolfDr_SHB_12.11.2025,SHB,146,3444,57.4,89.9,271.9,59.7,63.6,0.8486,1
GolfDr_SHB_12.11.2025,SHB,146,3445,57.42,82.2,273.1,62.3,64.6,0.8627,1
GolfDr_SHB_12.11.2025,SHB,146,3446,57.43,72.5,273.6,63.2,65.0,0.8531,1
GolfDr_SHB_12.11.2025,SHB,146,3447,57.45,63.4,273.9,66.0,64.0,0.8676,1
GolfDr_SHB_12.11.2025,SHB,146,3448,57.47,55.5,275.1,66.2,63.8,0.8578,1
GolfDr_SHB_12.11.2025,SHB,146,3449,57.48,47.7,275.8,67.1,62.0,0.8392,1
GolfDr_SHB_12.11.2025,SHB,146,3450,57.5,39.3,278.3,68.0,62.3,0.7983,1
GolfDr_SHB_12.11.2025,SHB,146,3451,57.52,32.0,279.1,63.9,62.2,0.8189,1
GolfDr_SHB_12.11.2025,SHB,146,3452,57.53,27.6,279.5,55.3,60.7,0.8048,1
GolfDr_SHB_12.11.2025,SHB,146,3453,57.55,23.4,279.6,46.7,62.6,0.6356,1
GolfDr_SHB_12.11.2025,SHB,146,3454,57.57,19.6,278.4,39.2,62.2,0.4221,1
GolfDr_SHB_12.11.2025,SHB,149,3397,56.62,622.5,238.6,33.6,55.3,0.6915,1
GolfDr_SHB_12.11.2025,SHB,149,3398,56.63,618.8,239.8,37.8,55.9,0.7023,1
GolfDr_SHB_12.11.2025,SHB,149,3399,56.65,611.7,239.4,37.7,57.8,0.6733,1
GolfDr_SHB_12.11.2025,SHB,149,3400,56.67,602.9,238.3,40.9,57.0,0.7514,1
GolfDr_SHB_12.11.2025,SHB,149,3401,56.68,594.5,238.7,39.5,56.4,0.6741,1
GolfDr_SHB_12.11.2025,SHB,149,3402,56.7,586.5,236.3,41.3,55.7,0.7712,1
GolfDr_SHB_12.11.2025,SHB,149,3403,56.72,578.3,235.9,39.5,54.7,0.6985,1
GolfDr_SHB_12.11.2025,SHB,149,3404,56.73,569.9,236.6,37.7,54.4,0.6773,1
GolfDr_SHB_12.11.2025,SHB,149,3405,56.75,561.9,237.2,37.3,54.5,0.6786,1
GolfDr_SHB_12.11.2025,SHB,149,3406,56.77,552.4,237.4,35.0,54.2,0.5416,1
GolfDr_SHB_12.11.2025,SHB,149,3407,56.78,542.0,235.4,32.9,46.2,0.7,1
GolfDr_SHB_12.11.2025,SHB,149,3408,56.8,534.5,236.5,33.6,52.5,0.655,1
GolfDr_SHB_12.11.2025,SHB,149,3409,56.82,528.1,237.2,34.6,54.6,0.7243,1
GolfDr_SHB_12.11.2025,SHB,149,3410,56.83,520.5,238.5,34.1,55.0,0.7104,1
GolfDr_SHB_12.11.2025,SHB,149,3411,56.85,512.5,239.2,35.9,55.7,0.765,1
GolfDr_SHB_12.11.2025,SHB,149,3412,56.87,504.0,240.0,36.6,56.9,0.7724,1
GolfDr_SHB_12.11.2025,SHB,149,3413,56.88,496.1,240.3,36.4,57.5,0.7359,1
GolfDr_SHB_12.11.2025,SHB,149,3414,56.9,487.8,240.2,37.7,57.2,0.7555,1
GolfDr_SHB_12.11.2025,SHB,149,3415,56.92,479.6,241.4,37.2,56.8,0.7834,1
GolfDr_SHB_12.11.2025,SHB,149,3416,56.93,472.2,242.0,38.3,56.4,0.799,1
GolfDr_SHB_12.11.2025,SHB,149,3417,56.95,463.8,242.4,38.9,55.8,0.7993,1
GolfDr_SHB_12.11.2025,SHB,149,3418,56.97,455.2,242.9,37.8,54.8,0.7279,1
GolfDr_SHB_12.11.2025,SHB,149,3419,56.98,447.7,243.6,37.9,54.0,0.7494,1
GolfDr_SHB_12.11.2025,SHB,149,3420,57.0,438.5,243.9,37.5,49.9,0.6726,1
GolfDr_SHB_12.11.2025,SHB,149,3421,57.02,430.7,244.0,37.7,50.5,0.7273,1
GolfDr_SHB_12.11.2025,SHB,149,3422,57.03,420.4,244.5,38.4,48.7,0.6873,1
GolfDr_SHB_12.11.2025,SHB,149,3423,57.05,413.5,246.2,39.3,51.5,0.6343,1
GolfDr_SHB_12.11.2025,SHB,149,3424,57.07,406.3,247.8,39.1,53.0,0.7499,1
GolfDr_SHB_12.11.2025,SHB,149,3425,57.08,398.0,249.7,39.1,53.3,0.7489,1
GolfDr_SHB_12.11.2025,SHB,149,3426,57.1,391.7,249.9,39.6,55.0,0.789,1
GolfDr_SHB_12.11.2025,SHB,149,3427,57.12,383.0,250.8,38.3,54.9,0.7463,1
GolfDr_SHB_12.11.2025,SHB,149,3428,57.13,375.5,251.0,38.8,55.0,0.7531,1
GolfDr_SHB_12.11.2025,SHB,149,3429,57.15,367.5,251.4,40.0,54.6,0.7721,1
GolfDr_SHB_12.11.2025,SHB,149,3430,57.17,359.6,251.9,38.8,54.5,0.7196,1
GolfDr_SHB_12.11.2025,SHB,149,3431,57.18,352.4,253.8,39.8,54.9,0.7605,1
GolfDr_SHB_12.11.2025,SHB,149,3432,57.2,343.8,254.3,39.7,56.1,0.7629,1
GolfDr_SHB_12.11.2025,SHB,149,3433,57.22,335.8,255.8,39.5,57.5,0.7797,1
GolfDr_SHB_12.11.2025,SHB,149,3434,57.23,327.1,256.9,38.9,57.9,0.7438,1
GolfDr_SHB_12.11.2025,SHB,149,3435,57.25,319.7,257.7,38.3,58.4,0.7372,1
GolfDr_SHB_12.11.2025,SHB,149,3436,57.27,312.2,258.4,38.3,57.5,0.7387,1
GolfDr_SHB_12.11.2025,SHB,149,3437,57.28,304.3,259.2,38.5,56.0,0.763,1
GolfDr_SHB_12.11.2025,SHB,149,3438,57.3,294.9,259.9,41.0,56.4,0.7519,1
GolfDr_SHB_12.11.2025,SHB,149,3439,57.32,286.5,261.5,40.0,55.3,0.7531,1
GolfDr_SHB_12.11.2025,SHB,149,3440,57.33,278.0,263.2,40.7,54.7,0.8004,1
GolfDr_SHB_12.11.2025,SHB,149,3441,57.35,270.9,264.2,39.9,52.7,0.7657,1
GolfDr_SHB_12.11.2025,SHB,149,3442,57.37,262.8,265.1,40.7,53.7,0.8067,1
GolfDr_SHB_12.11.2025,SHB,149,3443,57.38,255.8,266.2,42.3,53.0,0.8091,1
GolfDr_SHB_12.11.2025,SHB,149,3444,57.4,248.0,266.8,43.6,53.7,0.8155,1
GolfDr_SHB_12.11.2025,SHB,149,3445,57.42,239.6,268.0,43.7,52.7,0.7852,1
GolfDr_SHB_12.11.2025,SHB,149,3446,57.43,231.3,268.0,45.1,52.8,0.7811,1
GolfDr_SHB_12.11.2025,SHB,149,3447,57.45,223.7,267.9,44.8,52.8,0.7862,1
GolfDr_SHB_12.11.2025,SHB,149,3448,57.47,216.2,268.2,44.7,51.2,0.7793,1
GolfDr_SHB_12.11.2025,SHB,149,3449,57.48,208.1,267.9,44.6,49.7,0.7887,1
GolfDr_SHB_12.11.2025,SHB,149,3450,57.5,200.0,269.8,43.3,48.6,0.8151,1
GolfDr_SHB_12.11.2025,SHB,149,3451,57.52,192.4,270.1,43.5,49.2,0.8035,1
GolfDr_SHB_12.11.2025,SHB,149,3452,57.53,185.3,269.9,41.6,46.8,0.7779,1
GolfDr_SHB_12.11.2025,SHB,149,3453,57.55,178.0,270.2,41.7,46.0,0.7742,1
GolfDr_SHB_12.11.2025,SHB,149,3454,57.57,170.9,269.1,41.3,46.3,0.7276,1
